"","Sp1","Plant","Plant_ID","Revision_ID","DateTime","Behaviour","Coexistence","n_cam","Days","Days.in.field","duration","ID","effort_pl_sp","effort_ind","Long","Lat","SpeciesType"
"6061","sylvia melanocephala","aspa","aspa015","Rev22",2022-11-24 18:30:16,"eating, eating",FALSE,1,"9.7799826385",10,"20.499836","Aspa015_Rev22_IMG_0198.MP4, IMG_0030.AVI",1143.625705974,61.323275463,-6.48370997,36.98072,"Bird"
"6062","turdus merula","aune","aune010","Rev14",2022-11-25 13:03:00,"eating",FALSE,2,"19.975347223",20,"10","Aune010_Rev14_IMG_0238.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6063","cervus elaphus","aune","aune010","Rev15",2022-11-25 05:33:14,"eating, eating, eating",FALSE,2,"23.82726852",24,"301","Aune010_Rev15_IMG_0004.MP4, IMG_0005.MP4, IMG_0006.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6064","cervus elaphus","aune","aune010","Rev15",2022-11-25 05:38:20,"eating, probably eating, probably eating",FALSE,2,"23.82726852",24,"59","Aune010_Rev15_IMG_0007.MP4, IMG_0008.MP4, IMG_0009.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6065","cervus elaphus","aune","aune010","Rev15",2022-11-25 05:44:14,"eating",FALSE,2,"23.82726852",24,"71.25","Aune010_Rev15_IMG_0010.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6066","genetta genetta","aune","aune010","Rev15",2022-11-25 09:58:48,"probably eating",FALSE,2,"23.82726852",24,"5.25","Aune010_Rev15_IMG_0012.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6067","vulpes vulpes","aune","aune010","Rev15",2022-11-25 10:01:10,"probably eating, probably eating, probably eating",FALSE,2,"23.82726852",24,"9.75","Aune010_Rev15_IMG_0013.MP4, IMG_0014.MP4, IMG_0015.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6068","vulpes vulpes","aune","aune010","Rev15",2022-11-25 10:02:48,"probably eating, probably eating, searching for food",FALSE,2,"23.82726852",24,"6.5","Aune010_Rev15_IMG_0016.MP4, IMG_0018.MP4, IMG_0021.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6069","vulpes vulpes","aune","aune010","Rev15",2022-11-25 10:09:24,"searching for food, searching for food",FALSE,2,"23.82726852",24,"5.75","Aune010_Rev15_IMG_0022.MP4, IMG_0023.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6070","vulpes vulpes","aune","aune002","Rev14",2022-11-25 10:31:06,"searching for food, searching for food, searching for food",FALSE,2,"21.60234568",20,"14.5","Aune002_Rev14_IMG_0067.MP4, IMG_0024.MP4, IMG_0025.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Mammal"
"6071","vulpes vulpes","aune","aune010","Rev15",2022-11-25 10:58:44,"probably eating",FALSE,2,"23.82726852",24,"3","Aune010_Rev15_IMG_0026.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6072","turdus merula","aune","aune002","Rev14",2022-11-25 12:37:02,"probably eating",FALSE,2,"17.1525",20,"17.25","Aune002_Rev14_IMG_0006.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6073","sylvia melanocephala","aspa","aspa025","Rev23",2022-11-25 12:37:36,"eating, searching for food",FALSE,1,"5.016643519",5,"20","Aspa025_Rev23_IMG_0003.MP4, IMG_0004.MP4",1143.625705974,22.313055549,-6.446081009,36.96463899,"Bird"
"6074","sylvia melanocephala","aspa","aspa015","Rev22",2022-11-25 12:50:42,"eating",FALSE,1,"10.09380787",10,"10","Aspa015_Rev22_IMG_0206.MP4",1143.625705974,61.323275463,-6.48370997,36.98072,"Bird"
"6075","sus scrofa","aune","aune011","Rev14",2022-11-25 13:16:36,"searching for food",FALSE,2,"19.827708333",20,"10","Aune011_Rev14_IMG_0084.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6076","sus scrofa","aune","aune009","Rev14",2022-11-25 13:27:16,"searching for food",FALSE,1,"9.146412037",10,"17","Aune009_Rev14_IMG_0055.MP4",1846.443472215,97.001689817,-6.479896037,37.02350803,"Mammal"
"6077","sus scrofa","aune","aune009","Rev14",2022-11-25 13:32:06,"searching for food",FALSE,1,"9.146412037",10,"17","Aune009_Rev14_IMG_0056.MP4",1846.443472215,97.001689817,-6.479896037,37.02350803,"Mammal"
"6078","cervus elaphus","oeur","oeur013","Rev13",2022-11-25 15:22:54,"searching for food, probably eating",FALSE,1,"9.936226852",10,"20.499672","Oeur013_Rev13_IMG_0115.AVI, IMG_0116.AVI",1118.967916671,84.047222228,-6.005634964,37.41198803,"Mammal"
"6079","turdus merula","aune","aune011","Rev15",2022-11-25 16:30:02,"probably eating",FALSE,2,"23.86247686",24,"10","Aune011_Rev15_IMG_0005.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Bird"
"6080","sylvia melanocephala","aspa","aspa027","Rev23",2022-11-25 17:04:28,"probably eating",FALSE,1,"5.017592593",5,"10.291502","Aspa027_Rev23_IMG_0003.AVI",1143.625705974,27.537847222,-6.446247976,36.96449499,"Bird"
"6081","turdus merula","aune","aune002","Rev15",2022-11-25 17:30:08,"eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0005.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6082","genetta genetta","aune","aune011","Rev15",2022-11-25 18:43:20,"eating",FALSE,2,"23.86247686",24,"10","Aune011_Rev15_IMG_0006.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6083","sus scrofa","aune","aune009","Rev15",2022-11-25 19:18:40,"searching for food",FALSE,1,"11.73055556",12,"20","Aune009_Rev15_IMG_0001.MP4",1846.443472215,97.001689817,-6.479896037,37.02350803,"Mammal"
"6084","sus scrofa","aune","aune011","Rev15",2022-11-25 19:41:14,"searching for food, searching for food",FALSE,2,"23.86247686",24,"38","Aune011_Rev15_IMG_0007.MP4, IMG_0008.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6085","sus scrofa","aune","aune011","Rev15",2022-11-25 19:42:40,"probably eating, searching for food, searching for food",FALSE,2,"23.86247686",24,"47","Aune011_Rev15_IMG_0009.MP4, IMG_0010.MP4, IMG_0011.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6086","genetta genetta","aune","aune008","Rev15",2022-11-25 20:48:26,"probably eating",FALSE,1,"11.66988426",12,"10","Aune008_Rev15_IMG_0001.MP4",1846.443472215,54.67837963,-6.479772991,37.02345296,"Mammal"
"6087","sus scrofa","aune","aune009","Rev15",2022-11-25 20:52:52,"searching for food, searching for food",FALSE,1,"11.73055556",12,"20","Aune009_Rev15_IMG_0002.MP4, IMG_0003.MP4",1846.443472215,97.001689817,-6.479896037,37.02350803,"Mammal"
"6088","cervus elaphus","aune","aune010","Rev15",2022-11-25 21:37:38,"eating",FALSE,2,"23.82726852",24,"58.25","Aune010_Rev15_IMG_0028.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6089","genetta genetta","aune","aune011","Rev15",2022-11-25 21:51:14,"searching for food",FALSE,2,"23.86247686",24,"10","Aune011_Rev15_IMG_0013.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6090","vulpes vulpes","aune","aune010","Rev15",2022-11-25 22:06:04,"searching for food",FALSE,2,"23.82726852",24,"17.25","Aune010_Rev15_IMG_0029.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6091","sus scrofa","aune","aune009","Rev15",2022-11-25 22:08:20,"searching for food, searching for food, searching for food",FALSE,1,"11.73055556",12,"44","Aune009_Rev15_IMG_0004.MP4, IMG_0005.MP4, IMG_0006.MP4",1846.443472215,97.001689817,-6.479896037,37.02350803,"Mammal"
"6092","vulpes vulpes","aune","aune006","Rev15",2022-11-25 23:38:00,"eating, probably eating",FALSE,1,"11.90032407",12,"20","Aune006_Rev15_IMG_0004.MP4, IMG_0005.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6093","turdus merula","aune","aune010","Rev15",2022-11-26 14:17:32,"eating",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0031.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6094","rattus","sasp","sasp013","Rev24",2022-11-26 02:39:00,"eating, eating",FALSE,1,"4.076759259",9,"20.583004","Sasp013_Rev24_IMG_0019.AVI, IMG_0020.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6095","rattus","sasp","sasp013","Rev24",2022-11-26 02:43:00,"eating",FALSE,1,"4.076759259",9,"17.333056","Sasp013_Rev24_IMG_0022.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6096","turdus merula","aune","aune010","Rev15",2022-11-26 14:53:18,"searching for food",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0033.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6097","rattus","sasp","sasp013","Rev24",2022-11-26 02:59:00,"eating",FALSE,1,"4.076759259",9,"16.166408","Sasp013_Rev24_IMG_0024.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6098","turdus merula","aune","aune010","Rev15",2022-11-26 15:07:24,"eating",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0034.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6099","rattus","sasp","sasp013","Rev24",2022-11-26 03:12:00,"eating",FALSE,1,"4.076759259",9,"10.291502","Sasp013_Rev24_IMG_0028.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6100","rattus","sasp","sasp013","Rev24",2022-11-26 03:48:00,"searching for food, searching for food, searching for food, eating",FALSE,1,"4.076759259",9,"69.99888","Sasp013_Rev24_IMG_0030.AVI, IMG_0031.AVI, IMG_0032.AVI, IMG_0033.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6101","vulpes vulpes","aune","aune010","Rev15",2022-11-26 03:52:06,"searching for food",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0035.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6102","rattus","sasp","sasp013","Rev24",2022-11-26 03:53:00,"probably eating, probably eating",FALSE,1,"4.076759259",9,"36.582748","Sasp013_Rev24_IMG_0034.AVI, IMG_0035.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6103","rattus","sasp","sasp013","Rev24",2022-11-26 04:07:00,"eating",FALSE,1,"4.076759259",9,"10.333168","Sasp013_Rev24_IMG_0036.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6104","rattus","sasp","sasp013","Rev24",2022-11-26 04:18:00,"searching for food, searching for food, searching for food",FALSE,1,"4.076759259",9,"41.332672","Sasp013_Rev24_IMG_0037.AVI, IMG_0038.AVI, IMG_0040.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6105","vulpes vulpes","aune","aune010","Rev15",2022-11-26 07:18:46,"probably eating, searching for food, searching for food, probably eating",FALSE,2,"23.82726852",24,"19.25","Aune010_Rev15_IMG_0036.MP4, IMG_0037.MP4, IMG_0038.MP4, IMG_0039.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6106","fringilla coelebs","oeur","oeur018","Rev14",2022-11-26 09:22:32,"probably eating",TRUE,1,"11.86571759",12,"20.291342","Oeur018_Rev14_IMG_0003.AVI",1118.967916671,82.03935185,-6.444847025,37.02415402,"Bird"
"6107","cervus elaphus","aune","aune006","Rev15",2022-11-26 10:09:08,"probably eating, searching for food, eating, eating, eating, probably eating, eating",FALSE,1,"11.90032407",12,"159","Aune006_Rev15_IMG_0007.MP4, IMG_0008.MP4, IMG_0009.MP4, IMG_0010.MP4, IMG_0011.MP4, IMG_0012.MP4, IMG_0013.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6108","erithacus rubecula","olan","olan018","Rev09",2022-11-26 10:08:18,"searching for food",FALSE,2,"23.95974537",24,"10","Olan018_Rev09_IMG_0004.MP4",246.527511576,221.433414354,-6.534600025,37.01724297,"Bird"
"6109","cervus elaphus","aune","aune006","Rev15",2022-11-26 10:13:24,"eating, eating, eating, eating, eating, eating, eating",FALSE,1,"11.90032407",12,"105","Aune006_Rev15_IMG_0014.MP4, IMG_0015.MP4, IMG_0016.MP4, IMG_0017.MP4, IMG_0018.MP4, IMG_0019.MP4, IMG_0020.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6110","cervus elaphus","aune","aune006","Rev15",2022-11-26 10:17:42,"eating, eating, eating, eating, eating, probably eating, probably eating, probably eating, probably eating, probably eating, probably eating",FALSE,1,"11.90032407",12,"163","Aune006_Rev15_IMG_0021.MP4, IMG_0022.MP4, IMG_0023.MP4, IMG_0024.MP4, IMG_0025.MP4, IMG_0026.MP4, IMG_0027.MP4, IMG_0028.MP4, IMG_0029.MP4, IMG_0030.MP4, IMG_0032.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6111","cervus elaphus","aune","aune006","Rev15",2022-11-26 10:23:04,"probably eating, probably eating, probably eating",FALSE,1,"11.90032407",12,"30","Aune006_Rev15_IMG_0034.MP4, IMG_0035.MP4, IMG_0036.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6112","cervus elaphus","aune","aune009","Rev15",2022-11-26 10:34:34,"searching for food, probably eating",FALSE,1,"11.73055556",12,"60","Aune009_Rev15_IMG_0008.MP4, IMG_0009.MP4",1846.443472215,97.001689817,-6.479896037,37.02350803,"Mammal"
"6113","sylvia melanocephala","oeur","oeur015","Rev14",2022-11-26 11:17:28,"searching for food",FALSE,1,"11.86393519",12,"10.374834","Oeur015_Rev14_IMG_0005.AVI",1118.967916671,42.065532412,-6.444596993,37.02418503,"Bird"
"6114","turdus merula","aune","aune002","Rev15",2022-11-26 11:39:34,"probably eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0012.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6115","turdus merula","aune","aune006","Rev15",2022-11-26 11:49:48,"eating",FALSE,1,"11.90032407",12,"10","Aune006_Rev15_IMG_0038.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Bird"
"6116","turdus merula","mcom","mcom002","Rev18",2022-11-26 11:54:44,"probably eating",FALSE,1,"11.12131944",12,"10.25","Mcom002_Rev18_IMG_0100.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6117","turdus merula","aune","aune002","Rev15",2022-11-26 12:02:22,"eating",FALSE,2,"23.8762037",24,"10.25","Aune002_Rev15_IMG_0015.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6118","sylvia melanocephala","sasp","sasp009","Rev24",2022-11-26 12:46:00,"searching for food",FALSE,1,"9.213287037",9,"10.499832","Sasp009_Rev24_IMG_0004.AVI",1187.09916665,103.775115743,-6.472279988,37.03045998,"Bird"
"6119","turdus merula","aune","aune002","Rev15",2022-11-26 12:46:18,"eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0016.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6120","chloris chloris","mcom","mcom002","Rev18",2022-11-26 13:00:06,"eating, eating, eating, eating",FALSE,1,"11.12131944",12,"93","Mcom002_Rev18_IMG_0101.MP4, IMG_0102.MP4, IMG_0103.MP4, IMG_0104.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6121","turdus merula","aune","aune002","Rev15",2022-11-26 12:59:26,"eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0017.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6122","chloris chloris","mcom","mcom002","Rev18",2022-11-26 13:02:36,"eating, eating, eating, eating, eating, eating, eating, eating, eating, probably eating, eating",FALSE,1,"11.12131944",12,"154.5","Mcom002_Rev18_IMG_0105.MP4, IMG_0106.MP4, IMG_0107.MP4, IMG_0108.MP4, IMG_0109.MP4, IMG_0110.MP4, IMG_0111.MP4, IMG_0112.MP4, IMG_0113.MP4, IMG_0114.MP4, IMG_0115.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6123","sylvia melanocephala","sasp","sasp013","Rev24",2022-11-26 13:07:00,"eating, searching for food",FALSE,1,"4.5459143515",9,"20.249836","Sasp013_Rev24_IMG_0063.AVI, IMG_0019.MP4",1187.09916665,69.882268518,-6.451192042,36.98948404,"Bird"
"6124","turdus merula","mcom","mcom002","Rev18",2022-11-26 13:43:14,"eating",FALSE,1,"11.12131944",12,"10.25","Mcom002_Rev18_IMG_0116.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6125","vulpes vulpes","aune","aune011","Rev15",2022-11-26 13:54:10,"eating, probably eating, searching for food",FALSE,2,"23.86247686",24,"37.25","Aune011_Rev15_IMG_0018.MP4, IMG_0019.MP4, IMG_0020.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6126","turdus merula","aune","aune002","Rev15",2022-11-26 14:02:36,"probably eating",FALSE,2,"23.8762037",24,"10","Aune002_Rev15_IMG_0020.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6127","turdus merula","mcom","mcom002","Rev18",2022-11-26 14:14:52,"eating, eating",FALSE,1,"11.12131944",12,"30.25","Mcom002_Rev18_IMG_0118.MP4, IMG_0119.MP4",849.133425906,129.771273148,-6.482120007277,36.982859987766,"Bird"
"6128","turdus merula","aune","aune002","Rev15",2022-11-26 14:36:54,"searching for food, probably eating, eating, eating",FALSE,2,"14.310040505",24,"55.5","Aune002_Rev15_IMG_0021.MP4, IMG_0120.MP4, IMG_0121.MP4, IMG_0122.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6129","sus scrofa","aune","aune011","Rev15",2022-11-26 14:58:56,"searching for food",FALSE,2,"23.86247686",24,"42","Aune011_Rev15_IMG_0021.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Mammal"
"6130","sylvia melanocephala","sasp","sasp013","Rev24",2022-11-26 15:01:00,"probably eating",FALSE,1,"4.076759259",9,"10.291502","Sasp013_Rev24_IMG_0094.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Bird"
"6131","sus scrofa","aune","aune006","Rev15",2022-11-26 15:11:40,"probably eating",FALSE,1,"11.90032407",12,"48","Aune006_Rev15_IMG_0041.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6132","vulpes vulpes","aune","aune006","Rev15",2022-11-26 15:17:58,"eating, eating, eating",FALSE,1,"11.90032407",12,"44","Aune006_Rev15_IMG_0042.MP4, IMG_0043.MP4, IMG_0044.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6133","sylvia melanocephala","aspa","aspa020","Rev23",2022-11-26 19:07:40,"eating",FALSE,1,"5.015069444",5,"29","Aspa020_Rev23_IMG_0031.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6134","rattus","sasp","sasp013","Rev24",2022-11-26 20:13:00,"searching for food, searching for food, searching for food, searching for food",FALSE,1,"4.076759259",9,"57.374082","Sasp013_Rev24_IMG_0125.AVI, IMG_0127.AVI, IMG_0130.AVI, IMG_0131.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6135","rattus","sasp","sasp013","Rev24",2022-11-26 20:23:00,"searching for food, searching for food",FALSE,1,"4.076759259",9,"30.541178","Sasp013_Rev24_IMG_0132.AVI, IMG_0133.AVI",1187.09916665,69.882268518,-6.451192042,36.98948404,"Mammal"
"6136","apode-mus","mcom","mcom004","Rev18",2022-11-26 23:00:42,"searching for food",FALSE,1,"9.055787037",12,"1","Mcom004_Rev18_IMG_0010.MP4",849.133425906,176.511990739,-6.473729973659,36.98977002874,"Mammal"
"6137","turdus merula","aune","aune010","Rev15",2022-11-27 11:44:42,"eating",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0041.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6138","turdus merula","aune","aune010","Rev15",2022-11-27 12:17:42,"eating",FALSE,2,"23.82726852",24,"10","Aune010_Rev15_IMG_0042.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Bird"
"6139","cervus elaphus","aune","aune010","Rev15",2022-11-27 00:36:12,"eating",FALSE,2,"23.82726852",24,"98","Aune010_Rev15_IMG_0044.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6140","cervus elaphus","aune","aune010","Rev15",2022-11-27 00:38:20,"eating, eating, eating",FALSE,2,"23.82726852",24,"70","Aune010_Rev15_IMG_0045.MP4, IMG_0046.MP4, IMG_0047.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6141","cervus elaphus","aune","aune010","Rev15",2022-11-27 00:42:56,"eating, probably eating, probably eating, eating, eating",FALSE,2,"23.82726852",24,"275","Aune010_Rev15_IMG_0048.MP4, IMG_0049.MP4, IMG_0050.MP4, IMG_0051.MP4, IMG_0052.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6142","cervus elaphus","aune","aune010","Rev15",2022-11-27 00:48:40,"eating, eating, eating",FALSE,2,"23.82726852",24,"227","Aune010_Rev15_IMG_0053.MP4, IMG_0054.MP4, IMG_0055.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6143","cervus elaphus","aune","aune010","Rev15",2022-11-27 00:52:42,"probably eating, probably eating, probably eating, probably eating, searching for food, searching for food",FALSE,2,"23.82726852",24,"118","Aune010_Rev15_IMG_0056.MP4, IMG_0057.MP4, IMG_0058.MP4, IMG_0059.MP4, IMG_0060.MP4, IMG_0061.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6144","cervus elaphus","aune","aune010","Rev15",2022-11-27 01:27:18,"eating",FALSE,2,"23.82726852",24,"25","Aune010_Rev15_IMG_0062.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6145","sus scrofa","aune","aune010","Rev15",2022-11-27 02:03:42,"searching for food, eating, probably eating, searching for food",FALSE,2,"23.82726852",24,"171","Aune010_Rev15_IMG_0065.MP4, IMG_0066.MP4, IMG_0067.MP4, IMG_0068.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6146","sus scrofa","aune","aune010","Rev15",2022-11-27 03:48:56,"probably eating",FALSE,2,"23.82726852",24,"24","Aune010_Rev15_IMG_0069.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6147","cervus elaphus","aune","aune010","Rev15",2022-11-27 04:20:20,"eating",FALSE,2,"23.82726852",24,"70","Aune010_Rev15_IMG_0070.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6148","meles meles","aune","aune010","Rev15",2022-11-27 09:05:04,"probably eating, probably eating",FALSE,2,"23.82726852",24,"2.75","Aune010_Rev15_IMG_0071.MP4, IMG_0072.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6149","oryctolagus cuniculus","aspa","aspa020","Rev23",2022-11-27 09:39:47,"probably eating, probably eating",FALSE,1,"5.015069444",5,"20","Aspa020_Rev23_IMG_0035.MP4, IMG_0038.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Mammal"
"6150","oryctolagus cuniculus","aspa","aspa020","Rev23",2022-11-27 09:42:47,"eating, searching for food",FALSE,1,"5.015069444",5,"27","Aspa020_Rev23_IMG_0039.MP4, IMG_0040.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Mammal"
"6151","turdus merula","aune","aune009","Rev15",2022-11-27 10:14:22,"eating",FALSE,1,"11.73055556",12,"10","Aune009_Rev15_IMG_0017.MP4",1846.443472215,97.001689817,-6.479896037,37.02350803,"Bird"
"6152","vulpes vulpes","aune","aune010","Rev15",2022-11-27 10:15:54,"eating",FALSE,2,"23.82726852",24,"1.25","Aune010_Rev15_IMG_0073.MP4",1846.443472215,170.919907406,-6.479979018,37.02355103,"Mammal"
"6153","cervus elaphus","aune","aune006","Rev15",2022-11-27 10:26:30,"probably eating, searching for food",FALSE,1,"11.90032407",12,"78.25","Aune006_Rev15_IMG_0046.MP4, IMG_0047.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6154","cervus elaphus","aune","aune006","Rev15",2022-11-27 10:27:54,"eating, searching for food, searching for food, probably eating, searching for food, probably eating, probably eating, probably eating, probably eating",FALSE,1,"11.8849434122222",12,"222.04101","Aune006_Rev15_IMG_0048.MP4, IMG_0049.MP4, IMG_0050.MP4, IMG_0051.MP4, IMG_0052.MP4, IMG_0010.AVI, IMG_0011.AVI, IMG_0012.AVI, IMG_0013.AVI",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6155","cervus elaphus","aune","aune006","Rev15",2022-11-27 10:32:36,"searching for food, searching for food, probably eating, searching for food, searching for food, searching for food",FALSE,1,"11.90032407",12,"60","Aune006_Rev15_IMG_0053.MP4, IMG_0054.MP4, IMG_0055.MP4, IMG_0056.MP4, IMG_0057.MP4, IMG_0058.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6156","erithacus rubecula","aspa","aspa020","Rev23",2022-11-27 10:39:16,"searching for food",TRUE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0042.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6157","sylvia communis","aspa","aspa020","Rev23",2022-11-27 10:39:16,"eating",TRUE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0042.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6158","sylvia melanocephala","aspa","aspa020","Rev23",2022-11-27 10:39:02,"eating",FALSE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0041.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6159","sus scrofa","aune","aune006","Rev15",2022-11-27 11:02:24,"probably eating",FALSE,1,"11.90032407",12,"33","Aune006_Rev15_IMG_0061.MP4",1846.443472215,166.740196757,-6.479590013623,37.023450024426,"Mammal"
"6160","cervus elaphus","oeur","oeur017","Rev14",2022-11-27 11:07:42,"searching for food",FALSE,1,"11.86553241",12,"10.249836","Oeur017_Rev14_IMG_0010.AVI",1118.967916671,54.819768521,-6.444674022,37.02429299,"Mammal"
"6161","sylvia melanocephala","aspa","aspa020","Rev23",2022-11-27 11:35:02,"eating",FALSE,1,"5.015069444",5,"10","Aspa020_Rev23_IMG_0044.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6162","sylvia melanocephala","aspa","aspa020","Rev23",2022-11-27 11:41:24,"eating, eating",FALSE,1,"5.015069444",5,"20","Aspa020_Rev23_IMG_0045.MP4, IMG_0046.MP4",1143.625705974,47.462361112,-6.484081959,36.98135401,"Bird"
"6163","turdus merula","aune","aune002","Rev15",2022-11-27 11:55:00,"eating, eating",FALSE,2,"17.49876157",24,"42.25","Aune002_Rev15_IMG_0024.MP4, IMG_0128.MP4",1846.443472215,158.3605787,-6.479490017518,37.024249993265,"Bird"
"6164","turdus merula","aune","aune011","Rev15",2022-11-27 12:07:00,"probably eating",FALSE,2,"23.86247686",24,"10","Aune011_Rev15_IMG_0024.MP4",1846.443472215,133.637314823,-6.479787994,37.02373601,"Bird"
